hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,booking_changes,customer_type,adr,arrival_date_year,arrival_date_month,arrival_date_day_of_month,is_canceled,total_stay,total_guests,is_family,lead_time_group,arrival_date,arrival_year,arrival_month,arrival_day
1,174,2,9,3,1,1,1,1,1,0,0,1,1,281.41,2022,March,6,0,11,5,1,Long,2022-05-20,2022,5,20
1,291,0,2,1,2,0,3,1,0,1,2,2,0,79.21,2024,January,14,0,2,3,1,Long,2024-11-05,2024,11,5
1,117,0,6,1,1,1,2,1,1,1,2,0,2,179.6,2024,April,6,0,6,3,1,Long,2023-05-19,2023,5,19
1,337,0,6,2,0,0,1,1,0,1,2,1,2,477.45,2023,November,4,0,6,2,1,Long,2022-04-05,2022,4,5
0,358,0,7,3,2,0,0,1,0,0,0,1,1,479.48,2022,May,25,0,7,5,1,Long,2024-10-28,2024,10,28
1,256,1,8,1,2,1,2,2,0,1,2,0,1,58.04,2024,October,3,0,9,4,1,Long,2023-07-19,2023,7,19
0,217,0,9,2,0,0,3,0,0,0,4,1,2,272.78,2022,January,13,0,9,2,1,Long,2024-01-29,2024,1,29
1,202,0,4,2,1,0,2,2,1,0,1,2,2,65.25,2022,December,29,0,4,3,1,Long,2024-05-30,2024,5,30
1,142,2,4,3,0,0,3,2,1,0,4,1,2,400.89,2022,July,13,0,6,3,1,Long,2023-04-27,2023,4,27
1,254,2,1,2,1,1,2,1,1,1,1,1,0,463.79,2024,December,5,1,3,4,1,Long,2023-03-12,2023,3,12
0,95,1,7,3,2,1,3,1,1,1,4,0,2,80.75,2022,September,6,0,8,6,1,Long,2024-09-16,2024,9,16
0,206,1,3,3,1,0,2,2,0,0,3,1,1,216.53,2023,February,19,1,4,4,1,Long,2024-07-20,2024,7,20
0,347,1,1,3,0,0,2,1,0,0,3,1,1,393.21,2024,August,19,0,2,3,1,Long,2024-07-27,2024,7,27
0,86,2,8,2,2,1,2,1,1,1,3,2,2,301.57,2024,May,22,0,10,5,1,Medium,2024-10-29,2024,10,29
1,130,2,4,2,0,0,0,2,0,1,2,1,2,128.25,2022,October,24,0,6,2,1,Long,2023-11-21,2023,11,21
0,114,0,1,2,0,1,2,2,1,1,1,2,2,141.05,2023,December,28,0,1,3,1,Long,2024-08-15,2024,8,15
1,287,2,2,3,1,1,3,2,0,0,3,0,1,188.31,2023,June,1,0,4,5,1,Long,2024-12-07,2024,12,7
1,254,2,8,2,1,0,2,1,0,1,4,2,0,289.81,2024,September,15,0,10,3,1,Long,2023-02-15,2023,2,15
0,147,0,2,2,0,1,3,1,0,1,4,0,0,163.76,2024,May,4,0,2,3,1,Long,2023-01-26,2023,1,26
0,55,1,7,3,1,1,0,2,0,1,2,0,2,349.47,2024,December,13,1,8,5,1,Medium,2023-11-19,2023,11,19
0,333,2,5,1,1,1,2,1,1,1,3,0,0,107.18,2024,January,14,1,7,3,1,Long,2022-04-21,2022,4,21
0,98,1,2,1,1,0,0,1,0,1,1,0,1,273.81,2023,August,19,0,3,2,1,Long,2024-04-06,2024,4,6
0,359,1,3,3,0,1,1,1,1,1,0,1,2,425.99,2023,November,6,1,4,4,1,Long,2024-06-27,2024,6,27
0,297,2,3,3,2,0,0,0,1,1,0,0,2,418.85,2023,August,5,0,5,5,1,Long,2022-07-01,2022,7,1
0,328,0,3,1,2,0,2,2,1,1,3,2,1,146.17,2022,March,29,0,3,3,1,Long,2023-04-21,2023,4,21
0,59,1,3,3,2,0,2,1,0,1,0,2,0,172.4,2022,March,19,0,4,5,1,Medium,2023-05-29,2023,5,29
1,183,1,1,3,2,1,3,2,1,0,1,2,2,437.26,2022,July,9,0,2,6,1,Long,2022-02-26,2022,2,26
0,174,0,5,3,2,0,0,1,0,1,4,0,1,413.49,2022,August,22,0,5,5,1,Long,2022-04-13,2022,4,13
0,151,0,7,2,1,1,2,2,1,0,4,2,1,376.65,2023,February,16,1,7,4,1,Long,2023-05-31,2023,5,31
1,296,2,8,2,2,0,1,1,1,0,0,1,2,168.49,2022,February,10,0,10,4,1,Long,2022-12-09,2022,12,9
0,3,2,5,1,1,1,1,0,1,0,2,1,1,126.79,2024,May,14,0,7,3,1,Last-Minute,2024-03-01,2024,3,1
1,75,1,8,1,1,0,1,2,0,0,0,0,1,215.83,2023,March,9,0,9,2,1,Medium,2023-12-25,2023,12,25
1,0,0,9,1,1,0,2,2,1,1,4,0,0,177.23,2022,August,18,0,9,2,1,,2022-09-26,2022,9,26
0,269,2,2,3,0,1,1,2,0,1,0,1,2,91.86,2022,December,14,0,4,4,1,Long,2024-05-12,2024,5,12
1,352,1,1,2,2,1,1,1,0,1,2,1,1,132.83,2023,October,13,0,2,5,1,Long,2022-02-24,2022,2,24
1,163,1,4,2,0,0,1,1,1,0,0,1,0,252.54,2022,February,19,0,5,2,1,Long,2024-01-03,2024,1,3
1,297,2,5,3,0,1,2,2,0,1,0,1,2,423.85,2023,December,24,1,7,4,1,Long,2022-04-23,2022,4,23
1,47,2,4,3,0,1,3,2,1,0,4,1,2,497.61,2022,November,27,0,6,4,1,Medium,2022-08-07,2022,8,7
0,17,1,9,3,0,1,0,1,0,1,2,1,0,491.21,2024,February,8,1,10,4,1,Short,2022-11-27,2022,11,27
1,88,2,3,2,1,1,1,1,0,0,0,1,1,283.92,2023,August,4,0,5,4,1,Medium,2022-08-02,2022,8,2
0,331,0,9,2,1,1,3,2,0,1,2,1,1,389.88,2023,July,22,0,9,4,1,Long,2023-09-05,2023,9,5
1,315,2,8,1,0,1,2,2,0,0,2,1,0,192.45,2023,April,24,0,10,2,1,Long,2022-11-06,2022,11,6
1,155,1,8,3,2,0,0,1,0,0,3,0,2,476.95,2024,September,16,0,9,5,1,Long,2023-10-25,2023,10,25
1,180,0,4,1,1,1,3,0,1,1,4,2,0,271.59,2022,October,10,0,4,3,1,Long,2022-02-26,2022,2,26
1,8,2,6,1,0,0,3,1,0,0,3,2,0,352.56,2022,September,4,0,8,1,0,Short,2024-12-17,2024,12,17
0,151,1,4,1,0,1,3,0,0,1,1,1,0,301.3,2024,December,10,0,5,2,1,Long,2024-02-26,2024,2,26
0,147,1,6,3,1,1,0,0,1,0,1,1,1,350.77,2023,July,5,1,7,5,1,Long,2022-05-03,2022,5,3
1,26,0,5,1,2,0,3,0,1,1,1,0,2,263.33,2023,July,17,0,5,3,1,Short,2023-03-15,2023,3,15
1,100,0,1,3,2,0,2,0,1,0,0,1,2,480.01,2022,April,13,1,1,5,1,Long,2022-02-17,2022,2,17
0,198,2,3,2,2,0,1,1,0,1,1,2,1,454.53,2022,October,5,0,5,4,1,Long,2022-03-09,2022,3,9
1,82,2,8,1,2,0,3,1,0,0,1,2,1,267.47,2024,April,6,0,10,3,1,Medium,2023-07-27,2023,7,27
1,53,0,9,2,0,0,1,0,0,0,3,2,2,268.16,2023,November,8,0,9,2,1,Medium,2022-12-08,2022,12,8
1,341,0,6,2,0,1,1,1,0,0,0,1,0,306.44,2022,October,5,1,6,3,1,Long,2022-07-18,2022,7,18
0,81,0,1,2,1,0,3,2,1,0,2,0,1,102.02,2022,September,9,0,1,3,1,Medium,2024-07-03,2024,7,3
0,142,2,2,2,1,0,2,0,0,1,3,2,2,372.51,2024,October,10,0,4,3,1,Long,2024-09-05,2024,9,5
0,252,1,6,3,0,0,1,2,1,1,0,0,1,496.09,2022,May,9,1,7,3,1,Long,2024-05-28,2024,5,28
1,96,0,1,3,0,1,1,0,0,1,0,0,0,153.87,2024,December,25,1,1,4,1,Long,2022-04-14,2022,4,14
1,358,0,8,3,1,0,0,0,1,1,0,0,1,322.92,2023,May,3,0,8,4,1,Long,2024-02-03,2024,2,3
0,39,2,5,3,0,1,2,2,0,0,3,2,1,222.91,2022,September,24,1,7,4,1,Medium,2024-03-01,2024,3,1
0,228,0,6,2,0,0,2,2,0,0,4,0,1,410.75,2024,April,30,1,6,2,1,Long,2024-03-08,2024,3,8
0,196,2,1,2,1,1,2,1,0,0,0,2,0,135.02,2023,November,18,1,3,4,1,Long,2022-08-27,2022,8,27
0,170,0,4,3,1,0,0,2,0,0,2,2,1,84.49,2023,June,26,0,4,4,1,Long,2024-08-24,2024,8,24
1,319,0,6,2,2,0,3,0,1,1,0,0,2,221.48,2024,August,7,1,6,4,1,Long,2024-08-26,2024,8,26
0,1,2,9,2,0,0,1,2,1,1,2,1,2,212.42,2024,July,12,1,11,2,1,Last-Minute,2022-01-09,2022,1,9
1,285,2,4,2,2,1,0,2,1,1,3,2,0,348.72,2023,March,21,0,6,5,1,Long,2024-09-02,2024,9,2
0,51,0,3,3,1,1,2,0,0,1,0,0,1,64.41,2022,March,14,0,3,5,1,Medium,2022-02-20,2022,2,20
1,356,0,5,3,1,0,0,0,0,1,0,0,2,208.68,2024,April,25,0,5,4,1,Long,2022-03-29,2022,3,29
0,102,1,4,2,1,1,3,0,1,0,4,1,1,332.86,2022,August,13,0,5,4,1,Long,2022-11-30,2022,11,30
0,32,2,1,3,2,0,2,2,0,1,0,1,0,108.88,2022,April,29,0,3,5,1,Medium,2024-03-30,2024,3,30
0,264,2,1,3,0,1,3,1,1,0,2,1,0,80.39,2023,November,1,0,3,4,1,Long,2023-07-26,2023,7,26
0,10,2,1,1,1,0,0,0,0,1,4,2,2,490.65,2023,May,13,0,3,2,1,Short,2024-08-07,2024,8,7
1,75,2,2,1,2,1,0,2,1,1,4,0,0,451.41,2023,July,22,0,4,4,1,Medium,2023-06-16,2023,6,16
0,53,2,6,3,2,0,3,0,0,1,0,2,0,236.02,2023,July,23,1,8,5,1,Medium,2023-10-05,2023,10,5
1,330,1,9,2,1,0,1,2,0,1,4,1,1,209.58,2024,June,30,0,10,3,1,Long,2024-07-19,2024,7,19
1,96,2,4,1,0,0,0,1,1,0,0,1,2,470.4,2024,October,30,0,6,1,0,Long,2022-12-29,2022,12,29
1,147,1,9,3,1,0,3,0,1,1,0,1,1,246.13,2024,March,25,1,10,4,1,Long,2022-12-07,2022,12,7
1,4,0,6,1,2,0,2,1,1,1,3,2,2,201.16,2023,February,24,0,6,3,1,Last-Minute,2023-11-09,2023,11,9
0,279,2,6,1,2,0,1,2,0,0,2,0,0,476.81,2024,July,22,0,8,3,1,Long,2023-11-05,2023,11,5
1,286,1,9,3,0,1,2,2,1,0,1,0,2,332.31,2024,February,4,1,10,4,1,Long,2023-08-26,2023,8,26
1,105,1,1,3,0,1,0,1,1,1,0,0,0,278.01,2023,September,4,0,2,4,1,Long,2022-10-30,2022,10,30
1,43,0,7,2,0,1,3,0,1,1,1,1,2,256.74,2022,June,15,0,7,3,1,Medium,2024-01-04,2024,1,4
0,205,1,6,2,0,1,2,0,0,1,0,0,1,400.41,2024,June,14,0,7,3,1,Long,2024-08-18,2024,8,18
0,279,2,3,3,0,0,1,0,0,0,4,0,0,392.26,2023,May,28,0,5,3,1,Long,2023-09-17,2023,9,17
0,117,0,5,3,1,1,2,2,0,0,0,1,1,145.18,2024,November,22,1,5,5,1,Long,2024-04-28,2024,4,28
0,267,0,6,3,1,1,3,1,1,1,2,1,2,206.89,2024,November,13,1,6,5,1,Long,2023-02-15,2023,2,15
1,177,0,3,1,1,0,1,1,0,0,2,0,0,462.36,2022,January,24,0,3,2,1,Long,2023-10-18,2023,10,18
1,340,0,7,1,1,1,0,2,1,0,2,1,0,340.76,2022,May,17,0,7,3,1,Long,2022-05-24,2022,5,24
0,227,0,8,1,1,0,3,1,1,0,1,0,1,364.95,2022,December,16,0,8,2,1,Long,2022-04-26,2022,4,26
1,280,0,4,2,0,1,0,1,0,1,4,2,0,484.93,2023,October,18,0,4,3,1,Long,2022-06-27,2022,6,27
1,116,1,4,1,0,0,3,2,1,0,0,2,2,159.85,2023,March,15,0,5,1,0,Long,2023-09-08,2023,9,8
1,141,2,7,2,2,0,2,1,0,0,2,1,1,265.05,2022,March,10,0,9,4,1,Long,2022-02-25,2022,2,25
0,71,1,8,3,1,0,1,2,0,1,2,2,0,183.91,2022,March,17,1,9,4,1,Medium,2023-11-26,2023,11,26
0,28,2,6,2,1,0,3,2,1,0,4,0,2,354.37,2022,January,4,1,8,3,1,Short,2023-12-13,2023,12,13
1,24,2,2,3,1,0,3,1,1,0,4,0,0,445.69,2023,June,17,0,4,4,1,Short,2023-01-22,2023,1,22
0,86,0,8,2,2,0,2,1,0,0,4,0,2,214.94,2023,November,10,0,8,4,1,Medium,2024-08-02,2024,8,2
0,186,2,2,2,2,1,3,1,1,0,0,2,1,497.22,2023,September,27,1,4,5,1,Long,2023-04-10,2023,4,10
0,99,2,7,3,0,1,0,0,1,0,0,0,0,83.72,2023,May,24,0,9,4,1,Long,2023-09-09,2023,9,9
0,254,1,7,3,1,0,3,1,1,1,2,2,0,334.38,2023,January,9,0,8,4,1,Long,2022-10-11,2022,10,11
0,177,2,2,1,2,0,2,1,0,1,2,1,1,51.73,2023,June,10,1,4,3,1,Long,2024-11-28,2024,11,28
1,139,2,2,3,2,1,2,1,1,1,2,2,2,89.42,2022,December,7,0,4,6,1,Long,2022-10-06,2022,10,6
0,81,0,2,2,0,1,1,2,1,0,4,2,2,454.82,2024,September,28,1,2,3,1,Medium,2024-12-15,2024,12,15
1,355,1,6,1,2,0,0,1,0,1,4,1,1,267.15,2023,September,9,0,7,3,1,Long,2023-03-09,2023,3,9
1,18,2,6,1,0,1,0,1,1,0,4,2,0,272.69,2022,May,16,1,8,2,1,Short,2024-10-24,2024,10,24
0,254,2,1,1,2,0,1,0,1,1,1,1,1,463.16,2024,May,18,0,3,3,1,Long,2022-06-08,2022,6,8
1,52,2,5,3,2,0,3,2,1,1,3,2,2,396.41,2023,September,19,1,7,5,1,Medium,2022-04-02,2022,4,2
1,34,0,9,3,2,1,1,0,1,0,4,0,2,363.71,2022,December,12,0,9,6,1,Medium,2022-01-29,2022,1,29
1,154,2,1,1,1,1,1,2,1,1,2,1,0,141.47,2023,July,26,0,3,3,1,Long,2022-07-21,2022,7,21
0,66,2,3,3,2,1,2,1,0,0,1,2,0,133.51,2022,April,26,0,5,6,1,Medium,2022-01-18,2022,1,18
0,229,0,5,3,2,1,2,2,1,1,1,0,2,75.04,2022,May,17,0,5,6,1,Long,2022-07-27,2022,7,27
1,50,2,5,1,1,0,0,2,1,0,2,2,2,205.22,2024,February,28,1,7,2,1,Medium,2024-01-11,2024,1,11
0,360,1,9,1,1,1,1,1,0,1,4,1,0,406.09,2022,October,27,1,10,3,1,Long,2024-07-21,2024,7,21
0,42,2,5,2,0,1,1,1,1,0,3,1,1,468.66,2022,September,7,0,7,3,1,Medium,2023-04-14,2023,4,14
0,34,2,7,2,2,0,3,2,0,0,4,1,2,146.88,2024,May,29,0,9,4,1,Medium,2023-05-12,2023,5,12
0,14,0,8,1,2,1,1,1,0,1,3,2,1,471.8,2022,March,4,1,8,4,1,Short,2023-09-23,2023,9,23
1,143,0,1,2,2,1,1,2,0,0,3,2,0,69.81,2024,July,16,1,1,5,1,Long,2022-06-05,2022,6,5
1,354,1,5,2,2,1,2,2,0,0,2,0,0,469.83,2023,June,22,0,6,5,1,Long,2023-09-27,2023,9,27
0,68,1,6,3,2,0,2,2,0,1,4,2,1,399.59,2024,January,21,0,7,5,1,Medium,2024-07-02,2024,7,2
0,198,2,3,2,2,1,1,2,0,0,0,0,2,366.13,2022,May,19,0,5,5,1,Long,2023-11-01,2023,11,1
1,84,1,6,2,1,0,3,1,0,0,0,1,2,331.19,2024,August,24,0,7,3,1,Medium,2023-02-23,2023,2,23
1,168,1,8,2,1,0,1,2,1,0,0,2,1,355.74,2022,November,4,0,9,3,1,Long,2023-03-14,2023,3,14
0,192,1,6,3,0,1,2,1,0,0,4,2,2,482.46,2022,January,2,1,7,4,1,Long,2024-01-26,2024,1,26
1,29,1,3,1,1,1,0,2,0,1,4,1,0,447.16,2024,March,21,1,4,3,1,Short,2022-10-25,2022,10,25
0,146,0,5,3,2,0,3,2,0,0,2,2,2,269.4,2022,January,16,0,5,5,1,Long,2023-01-14,2023,1,14
0,87,2,3,2,1,1,3,2,1,0,1,0,0,52.65,2024,January,25,0,5,4,1,Medium,2022-11-17,2022,11,17
1,301,1,4,1,2,1,1,0,1,0,2,2,0,93.91,2022,January,23,0,5,4,1,Long,2024-12-19,2024,12,19
1,315,0,9,2,2,1,1,2,1,0,1,1,1,73.6,2024,April,11,0,9,5,1,Long,2022-07-23,2022,7,23
0,78,1,2,2,1,1,2,0,0,1,0,2,1,173.64,2022,July,3,0,3,4,1,Medium,2023-05-30,2023,5,30
0,226,0,2,1,0,0,2,2,0,0,1,2,1,170.4,2022,November,23,0,2,1,0,Long,2024-08-23,2024,8,23
1,23,2,1,1,1,1,3,2,0,0,4,0,1,60.32,2024,January,10,0,3,3,1,Short,2023-11-13,2023,11,13
0,176,1,9,2,1,0,0,2,1,0,1,2,1,318.74,2022,November,18,0,10,3,1,Long,2022-12-08,2022,12,8
1,186,0,5,2,1,1,3,2,0,1,1,0,2,434.93,2024,August,21,0,5,4,1,Long,2024-06-02,2024,6,2
0,269,1,6,2,2,0,2,2,0,0,2,0,1,455.51,2022,September,27,0,7,4,1,Long,2024-07-13,2024,7,13
1,213,0,7,3,0,1,1,2,0,0,1,1,2,181.3,2023,November,10,0,7,4,1,Long,2024-06-23,2024,6,23
1,294,1,4,3,1,1,2,1,1,1,0,2,0,92.47,2022,March,5,1,5,5,1,Long,2022-08-31,2022,8,31
1,263,2,5,2,2,1,3,1,1,1,1,1,0,91.56,2024,November,16,1,7,5,1,Long,2023-07-20,2023,7,20
0,175,1,6,3,2,1,1,2,1,1,4,2,0,58.37,2024,December,27,1,7,6,1,Long,2024-01-17,2024,1,17
0,79,0,8,3,2,0,3,1,1,0,4,0,1,258.52,2024,September,5,0,8,5,1,Medium,2024-08-09,2024,8,9
1,237,2,2,2,2,1,0,1,1,1,2,1,1,309.19,2022,January,4,0,4,5,1,Long,2022-03-29,2022,3,29
0,80,0,8,2,0,0,1,2,1,1,4,1,2,102.87,2024,May,7,0,8,2,1,Medium,2023-10-07,2023,10,7
1,196,2,8,2,0,1,1,1,0,0,2,0,0,137.57,2023,July,14,0,10,3,1,Long,2022-01-11,2022,1,11
1,296,0,8,1,0,1,3,0,0,1,3,1,0,307.2,2024,February,27,0,8,2,1,Long,2024-05-22,2024,5,22
0,290,2,1,3,2,1,1,1,0,0,4,1,2,257.85,2022,May,24,1,3,6,1,Long,2023-12-29,2023,12,29
0,180,1,1,2,1,0,0,0,0,0,3,2,0,486.26,2023,September,18,1,2,3,1,Long,2022-08-31,2022,8,31
1,53,2,3,2,2,0,1,1,1,0,4,2,1,236.26,2023,December,16,0,5,4,1,Medium,2024-01-01,2024,1,1
0,164,0,1,2,2,0,1,1,0,0,2,0,2,271.07,2024,April,5,1,1,4,1,Long,2024-08-24,2024,8,24
0,17,1,9,3,2,0,0,0,0,1,1,2,2,171.41,2024,December,27,0,10,5,1,Short,2023-07-24,2023,7,24
1,276,1,8,1,1,0,0,1,1,1,3,0,0,422.81,2024,October,2,0,9,2,1,Long,2024-06-07,2024,6,7
1,255,1,5,2,1,0,0,2,1,1,0,1,2,392.8,2023,October,20,0,6,3,1,Long,2022-01-10,2022,1,10
0,297,0,8,1,1,1,1,2,0,0,3,2,2,123.82,2024,November,16,0,8,3,1,Long,2023-07-02,2023,7,2
1,320,1,2,1,2,0,1,0,0,0,2,0,2,235.61,2023,March,30,0,3,3,1,Long,2022-09-15,2022,9,15
1,135,2,6,3,0,1,0,0,1,0,2,2,0,494.52,2022,May,15,1,8,4,1,Long,2022-07-16,2022,7,16
0,211,1,8,2,0,0,0,1,1,0,1,0,1,51.53,2024,April,14,0,9,2,1,Long,2023-07-29,2023,7,29
1,240,2,3,3,0,0,0,0,0,1,4,2,1,358.99,2022,December,27,0,5,3,1,Long,2023-02-22,2023,2,22
1,113,2,9,2,1,0,2,2,0,0,1,1,0,239.67,2022,October,28,0,11,3,1,Long,2022-03-12,2022,3,12
0,356,2,4,2,1,1,0,2,0,1,3,1,0,420.53,2022,January,14,1,6,4,1,Long,2024-02-23,2024,2,23
0,316,0,7,1,0,0,1,1,0,1,1,1,1,289.59,2024,October,15,1,7,1,0,Long,2023-09-23,2023,9,23
1,196,2,3,3,2,0,2,0,0,0,0,0,1,97.99,2022,May,20,0,5,5,1,Long,2023-09-15,2023,9,15
1,186,1,6,3,1,1,1,0,1,0,1,2,2,394.61,2023,February,19,0,7,5,1,Long,2023-08-02,2023,8,2
0,265,0,8,3,1,1,2,2,1,0,1,0,1,352.96,2024,April,21,1,8,5,1,Long,2023-04-14,2023,4,14
0,190,2,2,2,2,0,3,0,1,0,4,0,2,63.72,2023,April,13,0,4,4,1,Long,2022-05-08,2022,5,8
0,262,1,2,2,2,1,2,2,1,1,0,1,2,402.72,2022,July,24,1,3,5,1,Long,2022-04-25,2022,4,25
0,34,1,1,2,0,1,2,2,0,0,3,1,1,457.16,2024,November,29,0,2,3,1,Medium,2024-10-20,2024,10,20
1,346,2,1,2,1,0,2,0,0,1,1,2,0,146.15,2023,September,26,0,3,3,1,Long,2024-02-14,2024,2,14
0,41,1,9,2,2,0,2,1,1,1,1,2,1,433.19,2023,September,9,1,10,4,1,Medium,2022-09-12,2022,9,12
0,212,2,8,1,0,0,3,2,1,1,1,0,0,470.12,2023,August,2,0,10,1,0,Long,2024-08-11,2024,8,11
1,87,2,8,1,0,1,0,2,0,0,0,2,1,134.23,2024,February,22,1,10,2,1,Medium,2024-10-03,2024,10,3
0,284,2,8,3,1,1,3,0,0,0,3,0,2,205.35,2023,July,5,1,10,5,1,Long,2024-06-18,2024,6,18
1,154,1,8,3,2,0,3,2,0,0,0,0,2,230.25,2022,October,5,0,9,5,1,Long,2023-10-12,2023,10,12
0,293,0,2,2,2,1,3,1,0,1,2,0,2,347.29,2023,May,19,0,2,5,1,Long,2023-10-29,2023,10,29
0,257,2,6,1,0,1,1,1,1,1,0,2,0,435.82,2024,June,17,0,8,2,1,Long,2024-01-22,2024,1,22
0,24,2,1,1,2,1,0,1,1,1,3,2,0,324.88,2023,January,1,1,3,4,1,Short,2023-06-02,2023,6,2
1,193,0,6,3,0,0,2,0,1,1,0,1,0,447.74,2024,April,24,1,6,3,1,Long,2023-03-06,2023,3,6
1,293,1,6,3,2,0,1,0,0,0,2,2,0,87.38,2022,June,13,0,7,5,1,Long,2022-11-27,2022,11,27
0,58,0,8,2,0,0,3,2,1,1,4,2,2,286.56,2023,March,21,0,8,2,1,Medium,2023-02-19,2023,2,19
1,105,1,3,3,2,0,3,2,0,0,3,2,1,50.33,2023,February,17,0,4,5,1,Long,2023-06-05,2023,6,5
1,6,1,8,3,0,1,3,0,1,1,0,0,1,430.53,2022,November,24,0,9,4,1,Last-Minute,2023-08-12,2023,8,12
1,176,2,7,1,1,0,1,1,0,0,3,1,2,367.49,2023,December,23,0,9,2,1,Long,2023-12-08,2023,12,8
1,195,1,4,3,2,0,2,0,0,1,1,0,1,145.72,2024,January,8,0,5,5,1,Long,2022-09-19,2022,9,19
1,363,2,2,3,0,1,3,0,0,1,1,0,0,101.26,2024,March,7,0,4,4,1,Long,2022-03-24,2022,3,24
1,231,1,3,1,1,1,3,2,0,1,3,2,0,153.08,2023,June,22,0,4,3,1,Long,2024-01-28,2024,1,28
0,296,0,4,3,1,1,0,2,0,0,3,2,0,66.32,2023,March,5,0,4,5,1,Long,2024-10-12,2024,10,12
0,201,1,1,3,1,0,3,2,0,1,2,1,2,391.42,2024,February,20,0,2,4,1,Long,2023-04-29,2023,4,29
1,360,0,6,3,2,1,0,0,1,1,2,0,0,249.93,2024,October,29,0,6,6,1,Long,2024-03-10,2024,3,10
0,219,1,3,2,1,1,1,0,1,1,0,2,0,408.42,2023,August,16,0,4,4,1,Long,2022-10-28,2022,10,28
0,349,0,8,3,0,1,2,1,0,1,0,2,2,287.69,2024,November,16,0,8,4,1,Long,2023-11-25,2023,11,25
0,279,1,5,2,2,0,2,2,0,1,0,2,1,471.6,2024,February,1,1,6,4,1,Long,2022-12-27,2022,12,27
0,291,1,8,3,2,1,3,0,0,1,4,2,1,151.96,2024,January,24,0,9,6,1,Long,2022-02-23,2022,2,23
1,335,2,2,3,0,1,3,2,1,0,2,0,0,241.39,2022,September,30,1,4,4,1,Long,2022-11-18,2022,11,18
0,276,0,4,1,1,1,2,0,0,1,2,2,1,202.68,2024,May,5,1,4,3,1,Long,2023-08-04,2023,8,4
0,282,0,8,2,2,1,3,1,0,0,3,2,1,473.38,2022,September,19,0,8,5,1,Long,2024-01-12,2024,1,12
1,310,1,2,1,1,0,3,2,1,1,0,1,2,408.58,2022,September,20,0,3,2,1,Long,2022-02-15,2022,2,15
1,84,2,1,3,1,1,1,0,1,0,3,2,2,198.39,2022,December,1,1,3,5,1,Medium,2022-08-16,2022,8,16
0,218,0,2,1,0,0,1,2,1,1,3,0,0,402.25,2023,August,7,0,2,1,0,Long,2024-11-13,2024,11,13
0,226,1,8,3,1,1,1,2,1,1,4,0,0,399.41,2022,July,15,1,9,5,1,Long,2024-07-04,2024,7,4
0,314,0,2,1,0,0,2,0,0,1,4,2,2,468.5,2024,November,26,0,2,1,0,Long,2023-01-22,2023,1,22
0,329,1,1,1,0,0,1,1,0,1,3,1,2,418.54,2024,October,23,0,2,1,0,Long,2023-09-26,2023,9,26
0,289,2,9,1,1,1,1,2,1,0,3,1,0,78.56,2024,November,17,0,11,3,1,Long,2024-09-05,2024,9,5
0,51,0,4,1,2,1,3,2,1,1,1,2,1,395.3,2022,February,15,0,4,4,1,Medium,2023-12-03,2023,12,3
1,141,2,4,1,2,0,0,0,1,1,1,1,1,303.0,2023,September,26,1,6,3,1,Long,2024-06-16,2024,6,16
0,58,0,5,2,1,1,0,0,0,0,4,0,0,424.46,2024,April,7,0,5,4,1,Medium,2024-02-08,2024,2,8
0,56,2,8,2,0,1,2,1,0,0,3,0,2,393.32,2023,April,19,0,10,3,1,Medium,2022-12-30,2022,12,30
1,119,2,9,1,1,1,2,2,0,0,3,2,0,498.71,2022,May,29,0,11,3,1,Long,2022-09-25,2022,9,25
1,36,2,1,3,2,1,2,1,0,1,1,0,0,146.8,2023,December,6,1,3,6,1,Medium,2023-05-01,2023,5,1
1,185,1,3,2,1,0,3,1,1,1,0,1,2,140.05,2024,April,29,1,4,3,1,Long,2024-01-24,2024,1,24
1,287,2,7,1,0,1,1,2,1,0,0,1,1,143.62,2022,January,28,0,9,2,1,Long,2023-04-08,2023,4,8
0,275,1,1,1,0,0,2,0,0,0,2,1,2,97.8,2023,June,3,0,2,1,0,Long,2024-01-19,2024,1,19
0,125,1,1,1,0,0,1,0,0,1,2,0,2,165.46,2024,December,7,0,2,1,0,Long,2022-06-25,2022,6,25
0,212,0,5,3,2,1,2,1,1,1,2,2,0,313.82,2024,July,22,0,5,6,1,Long,2022-01-04,2022,1,4
0,336,2,7,2,0,1,0,0,0,0,1,0,2,195.18,2024,April,13,0,9,3,1,Long,2022-01-09,2022,1,9
0,188,1,3,1,1,0,2,2,0,0,2,2,1,449.91,2023,August,30,0,4,2,1,Long,2024-06-10,2024,6,10
0,184,0,4,3,0,1,0,2,0,0,2,0,1,58.88,2022,June,7,1,4,4,1,Long,2022-09-11,2022,9,11
1,108,2,6,1,2,0,2,0,1,0,1,1,0,59.57,2022,February,14,1,8,3,1,Long,2023-12-28,2023,12,28
0,51,1,7,3,2,0,3,2,1,0,0,1,1,363.43,2022,April,4,1,8,5,1,Medium,2024-01-26,2024,1,26
1,343,0,9,1,1,0,2,0,0,1,4,2,1,486.91,2022,December,10,0,9,2,1,Long,2022-07-27,2022,7,27
1,340,0,4,1,1,1,0,2,0,0,2,1,0,110.32,2023,June,20,0,4,3,1,Long,2022-09-21,2022,9,21
